price_billion,area_m2,bedrooms_num,district,direction,balcony_direction,furniture_std,legal_std
4.85,67.0,2.0,Bắc Từ Liêm,Nam,Bắc,Đầy đủ,Sổ đỏ/Sổ hồng
10.5,136.0,3.0,Tây Hồ,Bắc,Đông,Đầy đủ,Sổ đỏ/Sổ hồng
9.5,101.0,4.0,Nam Từ Liêm,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
3.55,42.0,1.0,Gia Lâm,Đông - Bắc,Tây - Nam,Không rõ,Sổ đỏ/Sổ hồng
8.15,101.5,3.0,Long Biên,Không rõ,Đông - Nam,Không rõ,Đang chờ sổ
11.0,117.0,3.0,Cầu Giấy,Tây - Nam,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
4.5,63.0,2.0,Gia Lâm,Đông - Nam,Không rõ,Không rõ,Sổ đỏ/Sổ hồng
3.71,50.1,2.0,Gia Lâm,Đông - Nam,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
7.3,81.0,2.0,Cầu Giấy,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
4.32,63.8,3.0,Gia Lâm,Không rõ,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
4.65,73.0,2.0,Hà Đông,Đông - Bắc,Tây - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
8.2,100.0,3.0,Gia Lâm,Tây - Nam,Đông - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng
14.3,105.0,3.0,Thanh Xuân,Tây - Nam,Đông - Bắc,Cơ bản,Sổ đỏ/Sổ hồng
7.8,102.7,2.0,Hà Đông,Đông - Bắc,Tây - Nam,Cơ bản,Sổ đỏ/Sổ hồng
14.6,116.0,3.0,Cầu Giấy,Không rõ,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
4.1,55.0,2.0,Nam Từ Liêm,Đông - Nam,Đông - Nam,Cơ bản,HĐMB
9.8,113.1,3.0,Bắc Từ Liêm,Bắc,Nam,Cơ bản,Sổ đỏ/Sổ hồng
7.8,89.0,3.0,Thanh Xuân,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
7.19,87.0,3.0,Hoàng Mai,Nam,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
8.5,105.0,3.0,Nam Từ Liêm,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
5.5,65.0,2.0,Nam Từ Liêm,Tây,Nam,Đầy đủ,Sổ đỏ/Sổ hồng
13.8,167.0,3.0,Long Biên,Không rõ,Không rõ,Không rõ,Sổ đỏ/Sổ hồng
10.2,129.0,3.0,Bắc Từ Liêm,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
18.4,160.0,3.0,Tây Hồ,Không rõ,Nam,Không rõ,Đang chờ sổ
5.0,90.0,2.0,Nam Từ Liêm,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
8.0,99.0,3.0,Hà Đông,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
6.5,100.0,3.0,Nam Từ Liêm,Nam,Bắc,Đầy đủ,Sổ đỏ/Sổ hồng
12.9,107.0,2.0,Nam Từ Liêm,Đông - Nam,Tây - Bắc,Không rõ,Sổ đỏ/Sổ hồng
3.75,50.1,1.0,Gia Lâm,Đông - Nam,Tây - Bắc,Không rõ,Sổ đỏ/Sổ hồng
8.95,114.5,3.0,Hà Đông,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
2.3,60.0,3.0,Bắc Từ Liêm,Không rõ,Không rõ,Không rõ,Sổ đỏ/Sổ hồng
4.85,58.5,2.0,Nam Từ Liêm,Bắc,Nam,Đầy đủ,Sổ đỏ/Sổ hồng
3.6,51.3,1.0,Gia Lâm,Đông - Bắc,Tây - Nam,Cơ bản,HĐMB
12.3,123.0,3.0,Cầu Giấy,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
7.0,71.0,2.0,Bắc Từ Liêm,Không rõ,Không rõ,Đầy đủ,HĐMB
11.8,98.0,2.0,Cầu Giấy,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
6.7,94.0,2.0,Hà Đông,Không rõ,Không rõ,Đầy đủ,Không rõ
6.85,83.0,3.0,Nam Từ Liêm,Tây - Nam,Tây - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng
6.0,55.0,2.0,Nam Từ Liêm,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
9.3,100.3,3.0,Nam Từ Liêm,Đông - Nam,Tây - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng
4.2,63.0,2.0,Hà Đông,Đông,Nam,Đầy đủ,Sổ đỏ/Sổ hồng
18.2,121.0,2.0,Thanh Xuân,Đông - Nam,Tây - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng
10.0,90.0,3.0,Cầu Giấy,Đông - Nam,Tây - Bắc,Không rõ,Sổ đỏ/Sổ hồng
8.2,114.0,3.0,Khác,Không rõ,Bắc,Đầy đủ,Sổ đỏ/Sổ hồng
3.65,50.0,1.0,Gia Lâm,Đông - Nam,Tây - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng
7.39,67.8,2.0,Nam Từ Liêm,Không rõ,Không rõ,Cơ bản,HĐMB
17.5,154.0,4.0,Cầu Giấy,Tây - Bắc,Đông - Nam,Cơ bản,Sổ đỏ/Sổ hồng
9.8,102.5,3.0,Thanh Xuân,Không rõ,Không rõ,Đầy đủ,HĐMB
3.7,47.0,1.0,Gia Lâm,Đông - Bắc,Tây - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
7.0,73.0,2.0,Nam Từ Liêm,Không rõ,Không rõ,Đầy đủ,Không rõ
9.3,91.0,3.0,Bắc Từ Liêm,Đông - Bắc,Tây - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
4.45,67.6,2.0,Khác,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
7.8,96.2,3.0,Nam Từ Liêm,Đông - Bắc,Tây - Nam,Không nội thất,Sổ đỏ/Sổ hồng
6.44,72.3,2.0,Khác,Đông - Bắc,Tây - Bắc,Không rõ,HĐMB
7.05,50.0,1.0,Khác,Không rõ,Không rõ,Không rõ,HĐMB
5.7,62.0,2.0,Nam Từ Liêm,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
8.99,111.0,3.0,Hoàng Mai,Không rõ,Không rõ,Không rõ,Không rõ
6.55,86.4,3.0,Gia Lâm,Đông - Bắc,Tây - Bắc,Cơ bản,HĐMB
10.68,112.0,3.0,Cầu Giấy,Tây - Bắc,Đông - Nam,Cơ bản,Sổ đỏ/Sổ hồng
3.17,43.8,1.0,Gia Lâm,Tây - Nam,Đông - Bắc,Cơ bản,Sổ đỏ/Sổ hồng
9.0,54.0,1.0,Thanh Xuân,Tây - Bắc,Đông - Nam,Cơ bản,Sổ đỏ/Sổ hồng
4.0,101.07,3.0,Hoàng Mai,Không rõ,Không rõ,Cơ bản,HĐMB
4.4,55.0,2.0,Hoài Đức,Bắc,Nam,Đầy đủ,Sổ đỏ/Sổ hồng
5.2,70.0,3.0,Nam Từ Liêm,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
8.1,75.0,2.0,Nam Từ Liêm,Không rõ,Nam,Không rõ,Không rõ
29.0,190.0,3.0,Long Biên,Không rõ,Không rõ,Không rõ,Không rõ
7.8,84.0,3.0,Nam Từ Liêm,Không rõ,Bắc,Không rõ,HĐMB
8.1,84.0,3.0,Tây Hồ,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
8.9,82.0,2.0,Nam Từ Liêm,Không rõ,Không rõ,Đầy đủ,Không rõ
7.8,94.0,3.0,Tây Hồ,Tây - Nam,Đông - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng
6.3,75.0,2.0,Hoàng Mai,Không rõ,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng
2.4,55.0,2.0,Khác,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
3.6,43.0,1.0,Nam Từ Liêm,Không rõ,Bắc,Không rõ,HĐMB
7.8,84.0,3.0,Tây Hồ,Không rõ,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
15.0,130.0,3.0,Thanh Xuân,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
6.5,80.0,3.0,Khác,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
21.56,159.2,5.0,Cầu Giấy,Tây - Nam,Đông - Bắc,Không nội thất,HĐMB
4.6,72.0,2.0,Long Biên,Không rõ,Không rõ,Đầy đủ,Không rõ
7.5,95.0,3.0,Long Biên,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
8.5,69.0,2.0,Bắc Từ Liêm,Không rõ,Không rõ,Cơ bản,HĐMB
8.3,95.0,3.0,Nam Từ Liêm,Đông - Bắc,Tây - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
11.8,140.0,3.0,Nam Từ Liêm,Không rõ,Không rõ,Không rõ,Không rõ
8.5,72.0,2.0,Cầu Giấy,Không rõ,Không rõ,Không rõ,Không rõ
4.28,56.0,2.0,Hoài Đức,Không rõ,Không rõ,Không rõ,Không rõ
5.9,85.0,3.0,Khác,Không rõ,Không rõ,Đầy đủ,Không rõ
4.5,57.0,2.0,Nam Từ Liêm,Không rõ,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng
8.0,170.0,2.0,Hoài Đức,Không rõ,Đông - Nam,Không rõ,Sổ đỏ/Sổ hồng
5.85,94.0,3.0,Hà Đông,Đông - Bắc,Tây - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
8.3,73.0,3.0,Thanh Xuân,Không rõ,Không rõ,Đầy đủ,Không rõ
4.77,75.3,2.0,Gia Lâm,Tây - Nam,Tây - Bắc,Cơ bản,HĐMB
6.5,69.0,2.0,Hoàng Mai,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
8.0,95.0,3.0,Khác,Đông - Bắc,Tây - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
10.5,105.0,3.0,Nam Từ Liêm,Không rõ,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
18.2,140.0,3.0,Khác,Không rõ,Không rõ,Không rõ,Không rõ
3.5,55.0,2.0,Gia Lâm,Đông - Nam,Đông - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng
7.0,77.5,2.0,Long Biên,Tây - Bắc,Đông - Nam,Không nội thất,HĐMB
10.29,116.9,3.0,Cầu Giấy,Tây - Bắc,Đông - Nam,Cơ bản,Sổ đỏ/Sổ hồng
6.8,70.0,2.0,Hoàng Mai,Không rõ,Không rõ,Không rõ,Không rõ
10.0,110.0,3.0,Cầu Giấy,Tây - Bắc,Đông - Nam,Không rõ,Sổ đỏ/Sổ hồng
14.0,105.0,3.0,Thanh Xuân,Đông - Bắc,Tây - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
5.95,62.0,2.0,Nam Từ Liêm,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
2.7,60.0,2.0,Khác,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
5.25,63.0,2.0,Nam Từ Liêm,Đông - Nam,Không rõ,Không rõ,Không rõ
6.3,94.0,3.0,Khác,Nam,Bắc,Đầy đủ,HĐMB
5.5,44.85,1.0,Hoàng Mai,Không rõ,Không rõ,Không rõ,Không rõ
5.8,57.0,3.0,Thanh Xuân,Đông - Bắc,Tây - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
7.65,76.0,2.0,Khác,Không rõ,Không rõ,Không rõ,Sổ đỏ/Sổ hồng
26.88,141.5,4.0,Bắc Từ Liêm,Không rõ,Không rõ,Không rõ,Không rõ
5.1,69.0,2.0,Hoài Đức,Không rõ,Không rõ,Không rõ,Không rõ
24.9,110.0,3.0,Khác,Đông - Nam,Tây - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng
16.0,169.0,3.0,Cầu Giấy,Không rõ,Không rõ,Không rõ,Không rõ
5.8,77.0,3.0,Hoàng Mai,Không rõ,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng
3.75,60.0,2.0,Hoài Đức,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
18.3,161.0,3.0,Tây Hồ,Không rõ,Không rõ,Không rõ,Không rõ
6.94,95.0,3.0,Hoàng Mai,Không rõ,Không rõ,Không rõ,Sổ đỏ/Sổ hồng
20.0,195.0,4.0,Cầu Giấy,Đông - Nam,Tây - Bắc,Đầy đủ,HĐMB
10.0,80.0,2.0,Thanh Xuân,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
12.75,106.0,3.0,Hoàng Mai,Không rõ,Nam,Đầy đủ,Sổ đỏ/Sổ hồng
8.31,72.0,2.0,Khác,Không rõ,Không rõ,Không rõ,Không rõ
9.4,69.22,2.0,Khác,Nam,Tây,Đầy đủ,Sổ đỏ/Sổ hồng
11.18,74.5,2.0,Tây Hồ,Tây - Bắc,Đông,Cơ bản,Sổ đỏ/Sổ hồng
8.7,58.0,2.0,Bắc Từ Liêm,Không rõ,Không rõ,Đầy đủ,HĐMB
7.62,68.6,1.0,Cầu Giấy,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
11.7,65.1,2.0,Khác,Không rõ,Không rõ,Đầy đủ,Không rõ
9.0,120.0,3.0,Long Biên,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
7.3,76.0,2.0,Nam Từ Liêm,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
9.16,106.0,3.0,Nam Từ Liêm,Đông - Nam,Tây - Bắc,Không nội thất,Sổ đỏ/Sổ hồng
4.85,52.0,2.0,Hoàng Mai,Không rõ,Không rõ,Không rõ,Sổ đỏ/Sổ hồng
3.5,65.0,2.0,Khác,Tây - Bắc,Đông - Nam,Cơ bản,Sổ đỏ/Sổ hồng
5.9,63.6,2.0,Nam Từ Liêm,Đông - Nam,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
7.9,102.0,2.0,Hà Đông,Đông - Nam,Tây - Bắc,Cơ bản,Không rõ
8.3,133.0,4.0,Hà Đông,Tây - Nam,Bắc,Cơ bản,Sổ đỏ/Sổ hồng
5.25,80.0,2.0,Hà Đông,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
10.5,55.0,1.0,Khác,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
6.05,96.0,3.0,Hà Đông,Tây - Nam,Đông - Bắc,Đầy đủ,HĐMB
14.72,92.0,2.0,Tây Hồ,Đông - Bắc,Tây - Nam,Cơ bản,HĐMB
21.09,111.0,3.0,Tây Hồ,Nam,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
14.0,129.0,3.0,Thanh Xuân,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
10.5,103.0,3.0,Bắc Từ Liêm,Đông - Nam,Tây - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng
14.8,105.0,3.0,Thanh Xuân,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
8.0,92.0,3.0,Hà Đông,Không rõ,Không rõ,Đầy đủ,HĐMB
9.2,101.0,3.0,Hoàng Mai,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
9.0,110.0,3.0,Bắc Từ Liêm,Không rõ,Không rõ,Không rõ,Sổ đỏ/Sổ hồng
5.42,57.0,2.0,Hoài Đức,Không rõ,Đông - Nam,Cơ bản,HĐMB
5.0,67.0,2.0,Khác,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
10.0,96.0,3.0,Nam Từ Liêm,Tây - Nam,Đông - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng
4.4,45.0,2.0,Cầu Giấy,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
7.0,100.0,3.0,Long Biên,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
6.1,104.0,3.0,Hoàng Mai,Không rõ,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
7.15,107.0,3.0,Hà Đông,Tây - Bắc,Đông - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng
8.9,46.0,1.0,Tây Hồ,Tây - Bắc,Đông - Nam,Đầy đủ,HĐMB
18.5,170.0,3.0,Long Biên,Tây - Bắc,Đông - Nam,Cơ bản,Đang chờ sổ
4.25,68.6,2.0,Khác,Đông - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
6.4,75.0,2.0,Hà Đông,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
6.3,78.0,3.0,Long Biên,Không rõ,Không rõ,Không rõ,Không rõ
20.5,170.0,4.0,Long Biên,Đông - Nam,Tây - Bắc,Cơ bản,Đang chờ sổ
28.0,170.0,3.0,Long Biên,Tây - Nam,Tây - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng
11.8,108.0,3.0,Long Biên,Tây - Nam,Đông,Cơ bản,Sổ đỏ/Sổ hồng
7.5,81.0,3.0,Nam Từ Liêm,Tây - Nam,Đông - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng
3.39,44.0,1.0,Hoài Đức,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
5.9,66.1,2.0,Khác,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
5.5,75.0,2.0,Hoài Đức,Không rõ,Không rõ,Không rõ,Không rõ
28.0,170.0,3.0,Long Biên,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
13.5,100.0,3.0,Nam Từ Liêm,Tây,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
3.3,63.5,2.0,Hoàng Mai,Không rõ,Không rõ,Đầy đủ,HĐMB
7.9,80.0,2.0,Nam Từ Liêm,Đông - Nam,Đông - Nam,Không rõ,Không rõ
5.4,76.0,3.0,Nam Từ Liêm,Không rõ,Không rõ,Không rõ,HĐMB
5.15,55.0,2.0,Nam Từ Liêm,Không rõ,Đông - Nam,Cơ bản,Sổ đỏ/Sổ hồng
4.15,56.4,2.0,Gia Lâm,Không rõ,Không rõ,Đầy đủ,HĐMB
2.92,31.0,2.0,Gia Lâm,Không rõ,Không rõ,Không rõ,Không rõ
4.65,66.5,2.0,Gia Lâm,Đông - Nam,Đông - Nam,Không rõ,Không rõ
6.15,42.0,3.0,Khác,Không rõ,Không rõ,Không rõ,Sổ đỏ/Sổ hồng
10.3,103.8,3.0,Bắc Từ Liêm,Tây,Đông,Cơ bản,Sổ đỏ/Sổ hồng
4.1,69.0,2.0,Gia Lâm,Không rõ,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
5.0,62.0,2.0,Khác,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
21.5,106.0,3.0,Khác,Không rõ,Không rõ,Không rõ,Không rõ
14.5,113.0,2.0,Tây Hồ,Không rõ,Không rõ,Không rõ,Sổ đỏ/Sổ hồng
13.5,128.5,3.0,Cầu Giấy,Nam,Tây,Cơ bản,Sổ đỏ/Sổ hồng
7.8,97.0,3.0,Long Biên,Đông,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
3.98,58.0,2.0,Cầu Giấy,Không rõ,Không rõ,Không rõ,Sổ đỏ/Sổ hồng
12.7,104.0,3.0,Nam Từ Liêm,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
13.0,111.36,2.0,Hà Đông,Đông - Bắc,Không rõ,Cơ bản,HĐMB
11.5,106.0,3.0,Nam Từ Liêm,Tây - Nam,Đông - Bắc,Đầy đủ,HĐMB
4.69,70.0,2.0,Khác,Không rõ,Không rõ,Không rõ,Sổ đỏ/Sổ hồng
3.95,69.9,2.0,Hoài Đức,Tây,Đông,Đầy đủ,Sổ đỏ/Sổ hồng
3.8,66.0,2.0,Hoài Đức,Bắc,Nam,Đầy đủ,Sổ đỏ/Sổ hồng
4.9,67.0,2.0,Hà Đông,Đông - Nam,Đông - Nam,Không rõ,HĐMB
6.9,92.0,3.0,Cầu Giấy,Đông - Bắc,Tây - Nam,Cơ bản,Sổ đỏ/Sổ hồng
3.15,43.5,1.0,Gia Lâm,Tây - Nam,Đông - Bắc,Đầy đủ,HĐMB
10.8,98.0,3.0,Khác,Đông - Nam,Đông - Nam,Không rõ,Sổ đỏ/Sổ hồng
7.25,75.0,2.0,Bắc Từ Liêm,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
6.35,73.0,2.0,Nam Từ Liêm,Không rõ,Không rõ,Không rõ,Không rõ
5.3,53.0,3.0,Khác,Đông - Nam,Đông - Nam,Không rõ,Sổ đỏ/Sổ hồng
19.5,230.0,3.0,Thanh Xuân,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
9.9,119.0,3.0,Cầu Giấy,Tây - Nam,Đông - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng
6.65,80.0,3.0,Nam Từ Liêm,Đông - Nam,Tây - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng
4.59,55.0,2.0,Nam Từ Liêm,Tây - Bắc,Đông - Nam,Cơ bản,HĐMB
5.3,62.5,2.0,Hoài Đức,Nam,Bắc,Cơ bản,Sổ đỏ/Sổ hồng
8.5,70.0,2.0,Cầu Giấy,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
6.73,68.0,2.0,Nam Từ Liêm,Không rõ,Không rõ,Không rõ,HĐMB
5.15,63.0,2.0,Nam Từ Liêm,Không rõ,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
6.5,76.0,3.0,Nam Từ Liêm,Đông - Nam,Tây - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng
16.08,132.0,4.0,Nam Từ Liêm,Nam,Đông - Bắc,Đầy đủ,HĐMB
18.0,125.0,3.0,Tây Hồ,Không rõ,Đông - Nam,Đầy đủ,Không rõ
2.15,32.0,1.0,Gia Lâm,Không rõ,Không rõ,Không rõ,Sổ đỏ/Sổ hồng
11.5,71.0,2.0,Long Biên,Không rõ,Đông,Đầy đủ,Không rõ
6.7,85.7,3.0,Hoàng Mai,Bắc,Nam,Đầy đủ,Sổ đỏ/Sổ hồng
5.95,62.0,2.0,Nam Từ Liêm,Tây - Nam,Đông - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng
4.5,64.5,2.0,Bắc Từ Liêm,Bắc,Nam,Không rõ,Sổ đỏ/Sổ hồng
7.5,65.0,2.0,Nam Từ Liêm,Đông - Nam,Tây - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng
9.0,100.0,3.0,Nam Từ Liêm,Đông - Nam,Tây - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng
5.9,70.0,2.0,Bắc Từ Liêm,Nam,Bắc,Đầy đủ,Sổ đỏ/Sổ hồng
6.3,75.0,2.0,Hoàng Mai,Không rõ,Không rõ,Không rõ,Không rõ
3.25,45.0,1.0,Gia Lâm,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
6.5,95.0,3.0,Hoàng Mai,Đông - Bắc,Tây - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
4.6,61.0,2.0,Hà Đông,Đông - Bắc,Đông - Bắc,Đầy đủ,HĐMB
8.0,75.0,3.0,Khác,Không rõ,Không rõ,Không rõ,Không rõ
4.1,47.7,2.0,Hoàng Mai,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
16.0,134.0,3.0,Khác,Tây - Bắc,Nam,Không nội thất,Sổ đỏ/Sổ hồng
11.3,104.0,3.0,Cầu Giấy,Đông - Nam,Không rõ,Không rõ,Không rõ
5.8,89.0,3.0,Hoàng Mai,Không rõ,Không rõ,Không rõ,Sổ đỏ/Sổ hồng
5.25,70.0,3.0,Thanh Xuân,Không rõ,Không rõ,Không rõ,Không rõ
5.7,70.0,2.0,Hoàng Mai,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
4.35,60.0,2.0,Hoàng Mai,Không rõ,Không rõ,Không rõ,Không rõ
4.65,65.0,2.0,Hoàng Mai,Không rõ,Không rõ,Không rõ,Không rõ
4.6,65.0,2.0,Hoàng Mai,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
5.8,80.0,3.0,Hoàng Mai,Không rõ,Không rõ,Không rõ,Sổ đỏ/Sổ hồng
3.85,60.0,2.0,Hoàng Mai,Không rõ,Nam,Đầy đủ,Sổ đỏ/Sổ hồng
3.4,50.0,2.0,Hoàng Mai,Không rõ,Nam,Cơ bản,Sổ đỏ/Sổ hồng
4.3,71.0,2.0,Hà Đông,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
2.9,43.0,1.0,Gia Lâm,Tây - Nam,Đông - Bắc,Cơ bản,Sổ đỏ/Sổ hồng
7.8,83.0,3.0,Tây Hồ,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
6.2,81.0,3.0,Hoàng Mai,Không rõ,Không rõ,Không rõ,Sổ đỏ/Sổ hồng
15.16,129.6,3.0,Thanh Xuân,Không rõ,Không rõ,Không rõ,Không rõ
4.9,57.0,3.0,Cầu Giấy,Nam,Bắc,Cơ bản,Sổ đỏ/Sổ hồng
10.4,109.5,3.0,Hoàng Mai,Đông,Bắc,Đầy đủ,Sổ đỏ/Sổ hồng
3.7,60.0,2.0,Gia Lâm,Không rõ,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
2.6,31.0,2.0,Nam Từ Liêm,Đông - Bắc,Tây - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
6.1,80.8,3.0,Nam Từ Liêm,Không rõ,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng
3.5,46.0,1.0,Nam Từ Liêm,Không rõ,Đông - Nam,Cơ bản,Không rõ
3.29,66.0,2.0,Hoàng Mai,Tây,Đông,Đầy đủ,HĐMB
5.96,88.0,3.0,Long Biên,Không rõ,Không rõ,Không rõ,Sổ đỏ/Sổ hồng
11.0,85.0,2.0,Cầu Giấy,Không rõ,Nam,Cơ bản,Sổ đỏ/Sổ hồng
7.65,66.0,2.0,Nam Từ Liêm,Không rõ,Không rõ,Không rõ,Sổ đỏ/Sổ hồng
3.82,63.0,2.0,Gia Lâm,Tây - Bắc,Đông - Nam,Không nội thất,Sổ đỏ/Sổ hồng
5.0,100.0,4.0,Khác,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
4.58,90.0,3.0,Khác,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
3.15,63.0,3.0,Khác,Không rõ,Không rõ,Không rõ,Không rõ
4.63,75.0,3.0,Khác,Không rõ,Không rõ,Không rõ,Không rõ
11.0,140.0,3.0,Thanh Xuân,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
11.0,134.0,3.0,Hà Đông,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
12.0,190.0,4.0,Khác,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
7.8,57.0,3.0,Thanh Xuân,Không rõ,Không rõ,Không rõ,Không rõ
9.5,152.0,4.0,Nam Từ Liêm,Đông - Nam,Nam,Không rõ,Sổ đỏ/Sổ hồng
